state,date,cases,deaths
Northern Mariana Islands,2021-04-03,159,2
Arkansas,2021-04-04,328256,5643
New Jersey,2021-04-09,945587,24826
Oregon,2021-04-11,170568,2451
Arkansas,2021-04-14,329860,5680
Alaska,2021-04-18,65084,318
Iowa,2021-04-20,359788,5894
California,2021-04-22,3727711,61261
Pennsylvania,2021-04-22,1128144,25934
Arizona,2020-02-05,1,0
Texas,2020-03-09,24,0
Utah,2020-03-11,5,0
Georgia,2020-03-12,31,1
Rhode Island,2020-03-25,66,0
Texas,2020-04-01,4402,65
Arizona,2020-04-02,1600,32
Idaho,2020-04-02,891,9
Utah,2020-04-11,2201,11
Wyoming,2020-04-18,412,2
Oregon,2020-04-23,2127,83
Mississippi,2020-04-25,5718,221
Tennessee,2020-04-26,9435,182
Massachusetts,2020-04-28,57677,3148
Oklahoma,2020-05-03,3972,238
Hawaii,2020-05-04,612,17
Minnesota,2020-05-10,11253,578
Oklahoma,2020-05-14,4962,284
Wisconsin,2020-05-14,11449,434
New York,2020-05-15,155479,7783
Virginia,2020-05-15,28672,977
Indiana,2020-05-23,31674,1964
Connecticut,2020-05-25,40649,3742
Georgia,2020-06-05,47237,2141
Pennsylvania,2020-06-06,79507,5986
Minnesota,2020-06-07,27799,1186
Kansas,2020-06-13,11195,244
Delaware,2020-06-27,11065,507
Maryland,2020-06-29,67837,3151
Oklahoma,2020-07-03,15065,398
Delaware,2020-07-17,13203,521
Northern Mariana Islands,2020-07-19,37,2
Tennessee,2020-07-19,76180,833
Vermont,2020-07-20,1350,56
Maine,2020-08-05,3992,124
Hawaii,2020-08-06,2891,28
Arizona,2020-08-08,186226,4140
Virgin Islands,2020-08-12,639,9
Washington,2020-08-15,69134,1840
Georgia,2020-08-17,219080,4619
Kentucky,2020-08-18,42270,858
Alabama,2020-08-20,112449,1974
Virgin Islands,2020-08-22,960,10
Virginia,2020-08-23,112966,2467
Nebraska,2020-08-24,32029,384
Nevada,2020-09-01,69708,1313
Michigan,2020-09-03,114933,6790
Minnesota,2020-09-06,80407,1857
Alaska,2020-09-08,6633,39
South Dakota,2020-09-09,15571,173
West Virginia,2020-09-11,12174,263
Indiana,2020-09-13,108020,3438
Wyoming,2020-09-30,5948,50
Massachusetts,2020-10-04,132139,9505
South Dakota,2020-10-07,25906,258
New York,2020-10-12,224581,9006
South Dakota,2020-10-12,28925,288
Tennessee,2020-10-12,213502,2743
Colorado,2020-10-17,84804,2199
Northern Mariana Islands,2020-10-18,86,2
Louisiana,2020-10-22,177926,5593
Colorado,2020-10-23,92067,2233
Virgin Islands,2020-10-24,1346,21
Virgin Islands,2020-10-27,1351,21
Vermont,2020-10-28,2112,58
South Dakota,2020-10-29,43000,403
Texas,2020-10-31,953451,18549
Alaska,2020-11-02,16879,79
New York,2020-11-03,248114,9177
Arkansas,2020-11-10,122388,2112
New Mexico,2020-11-14,63171,1208
Hawaii,2020-11-21,17182,229
Rhode Island,2020-11-27,45844,1290
Mississippi,2020-12-02,156868,3851
Nevada,2020-12-13,187502,2545
Alaska,2020-12-14,41151,169
Michigan,2020-12-23,501358,12378
Iowa,2020-12-25,273646,3743
Connecticut,2020-12-27,172099,5791
Idaho,2021-01-01,141388,1438
Tennessee,2021-01-09,622716,7545
West Virginia,2021-01-13,104392,1671
New Hampshire,2021-01-14,53727,897
West Virginia,2021-01-14,105219,1702
Ohio,2021-01-16,821507,10135
South Carolina,2021-02-02,447904,7318
Georgia,2021-02-03,894616,14144
Rhode Island,2021-02-06,106142,2154
Wyoming,2021-02-09,52830,647
Arizona,2021-02-13,796094,14957
Iowa,2021-02-13,327901,5236
North Dakota,2021-02-16,98781,1431
West Virginia,2021-02-22,129854,2263
Pennsylvania,2021-02-23,922848,23749
Kansas,2021-02-24,295991,3632
Oklahoma,2021-02-26,423020,4320
Hawaii,2021-03-03,27549,438
North Carolina,2021-03-04,872678,11434
Mississippi,2021-03-05,296745,6783
Montana,2021-03-07,100968,1382
Virgin Islands,2021-03-18,2767,25
Maryland,2021-03-19,398082,8096
North Carolina,2021-03-22,903311,11865
Missouri,2021-03-29,539189,8267
Montana,2021-03-31,104677,1437
Vermont,2021-04-03,19893,229
New Jersey,2021-04-08,941372,24783
Maine,2021-04-12,54254,751
Connecticut,2021-04-15,326901,7978
North Dakota,2021-04-19,105805,1479
Massachusetts,2020-02-08,1,0
Massachusetts,2020-02-14,1,0
Wisconsin,2020-02-23,1,0
Washington,2020-02-28,7,0
Arizona,2020-03-01,1,0
Pennsylvania,2020-03-08,6,0
Wisconsin,2020-03-20,216,3
Indiana,2020-03-27,992,32
Maryland,2020-04-04,3125,54
Nebraska,2020-04-05,377,8
Michigan,2020-04-12,24016,1468
Minnesota,2020-04-12,1616,70
District of Columbia,2020-04-17,2476,86
Louisiana,2020-04-18,23523,1266
Alabama,2020-04-22,5610,201
Virginia,2020-04-22,10265,349
Montana,2020-04-27,449,14
Maine,2020-05-02,1152,56
Vermont,2020-05-08,915,53
Ohio,2020-05-11,24785,1357
Arkansas,2020-05-14,4231,98
Rhode Island,2020-05-21,12018,425
Alaska,2020-05-25,412,8
Utah,2020-05-25,8507,95
California,2020-05-31,113114,4242
Oregon,2020-06-04,4475,159
Tennessee,2020-06-04,25216,397
North Carolina,2020-06-06,34809,1020
South Carolina,2020-06-08,14800,557
Hawaii,2020-06-11,680,17
Michigan,2020-06-17,66544,6039
Hawaii,2020-06-18,750,17
Kansas,2020-06-20,12218,257
Alaska,2020-07-01,1172,12
Massachusetts,2020-07-10,110816,8289
Rhode Island,2020-07-12,15503,955
Indiana,2020-07-16,55413,2795
Oklahoma,2020-07-16,23439,438
Illinois,2020-07-18,161124,7293
Pennsylvania,2020-07-19,105384,7074
Maryland,2020-07-29,86846,3453
Kentucky,2020-08-09,36316,790
New Mexico,2020-08-11,22643,693
Hawaii,2020-08-13,4289,39
Maine,2020-08-13,4088,126
Delaware,2020-08-14,16080,593
Nevada,2020-08-14,59800,1045
Wyoming,2020-08-15,3227,30
North Carolina,2020-08-21,152344,2522
Pennsylvania,2020-08-21,132461,7629
Alabama,2020-08-22,114532,2011
New Mexico,2020-08-25,24535,750
South Dakota,2020-09-02,14003,169
New York,2020-09-03,202020,8857
Arizona,2020-09-04,204686,5174
Virginia,2020-09-04,124779,2662
Maine,2020-09-07,4701,134
Louisiana,2020-09-11,155984,5032
Michigan,2020-09-20,128032,6966
Kentucky,2020-10-08,79550,1272
South Dakota,2020-10-08,26441,272
New York,2020-10-09,222399,8988
Idaho,2020-10-11,48155,508
Tennessee,2020-10-18,224522,2884
New Mexico,2020-10-20,37896,942
New York,2020-10-24,235953,9086
Northern Mariana Islands,2020-10-27,92,2
Oklahoma,2020-11-10,140095,1451
North Carolina,2020-11-19,325658,4968
Northern Mariana Islands,2020-11-20,102,2
South Carolina,2020-11-20,203161,4231
New Mexico,2020-11-27,91852,1504
Oklahoma,2020-11-27,187491,1704
Nebraska,2020-12-01,130796,1092
West Virginia,2020-12-03,51025,789
North Carolina,2020-12-13,436655,5855
Iowa,2020-12-16,260292,3353
New Jersey,2020-12-18,424128,18124
Ohio,2020-12-18,605862,7967
North Carolina,2020-12-21,484513,6285
Wyoming,2020-12-21,42118,351
New York,2020-12-27,514904,12027
Wyoming,2020-12-30,44133,405
Vermont,2021-01-06,8150,152
Connecticut,2021-01-07,202003,6286
Connecticut,2021-01-09,205224,6323
Wyoming,2021-01-10,46832,489
Michigan,2021-01-11,557075,14137
Washington,2021-01-12,283363,3869
Connecticut,2021-01-16,222603,6590
South Dakota,2021-01-22,106716,1684
North Carolina,2021-01-24,720580,8739
Arkansas,2021-01-26,284331,4690
Arizona,2021-01-28,745976,12861
Tennessee,2021-02-02,704090,9645
Texas,2021-02-07,2494795,39490
Nebraska,2021-02-16,197904,2128
Vermont,2021-02-24,14760,201
Hawaii,2021-02-25,27247,432
Virgin Islands,2021-02-25,2636,25
Iowa,2021-02-26,334464,5463
West Virginia,2021-02-26,131234,2291
Louisiana,2021-03-02,430848,9647
Minnesota,2021-03-02,485188,6490
Missouri,2021-03-12,529694,8106
Northern Mariana Islands,2021-03-12,146,2
Tennessee,2021-03-25,782576,11573
Connecticut,2021-03-27,304137,7854
Delaware,2021-03-30,94370,1559
South Carolina,2021-03-31,551630,9146
New Hampshire,2021-04-02,83829,1239
Kentucky,2021-04-03,432287,6210
Michigan,2021-04-03,768303,17236
Oklahoma,2021-04-15,443754,6697
New York,2021-04-17,1089661,18949
Missouri,2021-04-20,545544,8478
New Hampshire,2021-04-20,90874,1267
California,2021-04-21,3725195,61170
Northern Mariana Islands,2021-04-22,162,2
Arizona,2020-02-29,1,0
New Hampshire,2020-03-06,2,0
Wisconsin,2020-03-06,1,0
New Hampshire,2020-03-18,39,0
North Carolina,2020-03-23,302,0
New York,2020-03-28,22598,110
California,2020-03-29,6321,132
Nebraska,2020-03-31,199,4
Montana,2020-04-04,281,6
West Virginia,2020-04-05,325,3
New Jersey,2020-04-08,46075,1500
New York,2020-04-09,72909,1917
Virginia,2020-04-10,4509,69
Hawaii,2020-04-11,481,8
Idaho,2020-04-12,1457,27
Montana,2020-04-21,437,12
Connecticut,2020-04-22,21919,1537
Arkansas,2020-04-24,2628,47
Wisconsin,2020-04-25,5762,266
Rhode Island,2020-04-26,6330,115
Hawaii,2020-05-06,616,17
Arkansas,2020-05-07,3541,88
Oklahoma,2020-05-09,4490,270
Alabama,2020-05-14,11101,473
California,2020-05-15,77015,3191
Michigan,2020-05-17,50714,4889
Iowa,2020-05-21,16163,414
Utah,2020-05-22,8057,89
Alabama,2020-05-24,14478,551
Louisiana,2020-05-29,38718,2661
South Carolina,2020-05-29,11131,483
North Carolina,2020-05-30,27761,903
New Mexico,2020-06-07,8940,395
Virginia,2020-06-26,60570,1700
Texas,2020-07-01,174826,2518
Michigan,2020-07-06,73248,6223
South Carolina,2020-07-16,64083,1070
Kansas,2020-07-17,22199,310
Wyoming,2020-07-24,2405,25
Alabama,2020-07-25,78130,1456
Northern Mariana Islands,2020-07-26,40,2
Rhode Island,2020-08-05,17860,1001
Maryland,2020-08-06,93598,3535
Maine,2020-08-14,4115,126
North Carolina,2020-08-15,143956,2370
Minnesota,2020-08-23,69461,1767
Delaware,2020-08-24,16667,604
Oregon,2020-08-26,25575,438
North Carolina,2020-08-27,161715,2654
Illinois,2020-09-07,251786,8198
North Carolina,2020-09-09,180061,2990
Maine,2020-09-18,5002,138
Virgin Islands,2020-09-19,1257,19
Ohio,2020-09-20,144309,4615
Tennessee,2020-09-25,186769,2325
Missouri,2020-09-27,113502,1968
Virgin Islands,2020-09-27,1317,19
Montana,2020-10-01,13626,181
Virgin Islands,2020-10-05,1322,20
New Jersey,2020-10-08,212578,16161
Rhode Island,2020-10-12,23584,1113
Kentucky,2020-10-14,85278,1325
Texas,2020-10-19,874080,17564
Delaware,2020-10-22,23437,670
Maine,2020-10-28,6386,146
Massachusetts,2020-10-29,151438,9945
New York,2020-11-02,246595,9170
Colorado,2020-11-04,118356,2366
Delaware,2020-11-06,25943,716
Georgia,2020-11-06,384751,8383
Tennessee,2020-11-06,269292,3508
Colorado,2020-11-08,131870,2421
Wyoming,2020-11-08,17310,114
Rhode Island,2020-11-12,34536,1224
Louisiana,2020-11-13,201665,6121
Wisconsin,2020-11-14,323604,2748
Connecticut,2020-11-20,101003,4828
Pennsylvania,2020-11-23,320250,9932
West Virginia,2020-11-24,42083,682
Illinois,2020-11-28,714070,12852
Washington,2020-12-01,174967,2925
Minnesota,2020-12-02,327095,3692
Virgin Islands,2020-12-03,1589,23
Connecticut,2020-12-07,134937,5224
Nevada,2020-12-07,171159,2326
Louisiana,2020-12-08,254140,6652
Idaho,2020-12-20,130039,1284
New Hampshire,2020-12-23,37825,677
North Dakota,2020-12-23,90723,1243
Rhode Island,2020-12-31,78327,1717
District of Columbia,2021-01-04,29904,797
North Carolina,2021-01-08,605187,7383
Arkansas,2021-01-11,253515,4081
Maine,2021-01-14,31945,461
Minnesota,2021-01-14,441500,5817
New Mexico,2021-01-16,162893,2912
Alaska,2021-01-22,52340,245
South Carolina,2021-02-01,445916,7283
Virgin Islands,2021-02-01,2421,24
Indiana,2021-02-09,645034,11942
Montana,2021-02-11,96938,1322
Tennessee,2021-02-20,742232,10906
Wyoming,2021-02-20,53683,662
Colorado,2021-02-25,427499,6019
Kentucky,2021-02-28,408392,4786
Wyoming,2021-03-07,54764,682
Virgin Islands,2021-03-09,2744,25
Minnesota,2021-03-12,494728,6737
District of Columbia,2021-03-15,42623,1042
Maryland,2021-03-16,394898,8015
Utah,2021-03-16,377890,2028
Virginia,2021-03-26,612062,10154
Delaware,2021-03-28,93859,1544
Missouri,2021-04-03,542020,8326
Oklahoma,2021-04-05,437853,4953
Tennessee,2021-04-05,794237,11707
Minnesota,2021-04-06,530186,6889
Vermont,2021-04-11,21190,231
Colorado,2021-04-16,490164,6326
Oklahoma,2021-04-16,443754,6697
Utah,2021-04-22,393149,2168
California,2020-02-22,9,0
Utah,2020-02-26,1,0
Illinois,2020-03-10,19,0
Minnesota,2020-03-11,5,0
Michigan,2020-03-14,33,0
Missouri,2020-03-17,16,0
Mississippi,2020-03-24,320,1
Tennessee,2020-04-02,2767,32
District of Columbia,2020-04-10,1660,38
Vermont,2020-04-10,653,23
Rhode Island,2020-04-12,1676,20
Virgin Islands,2020-04-19,53,0
Hawaii,2020-04-22,586,12
Nevada,2020-04-23,4207,190
Utah,2020-04-24,3781,38
North Dakota,2020-04-26,867,17
South Carolina,2020-04-27,5613,177
Montana,2020-05-05,456,16
Indiana,2020-05-07,22942,1414
Wyoming,2020-05-11,669,7
Minnesota,2020-05-12,12463,614
New York,2020-05-14,154529,7713
District of Columbia,2020-05-15,6871,368
South Carolina,2020-05-17,8816,385
Nevada,2020-05-26,8059,396
Oregon,2020-06-01,4303,154
Massachusetts,2020-06-11,104363,7482
Michigan,2020-06-18,66825,6062
Missouri,2020-06-22,16748,949
New Jersey,2020-06-27,172030,14948
Alaska,2020-06-29,1085,12
Michigan,2020-07-01,71112,6200
Florida,2020-07-05,199877,3730
Maryland,2020-07-05,69957,3217
North Dakota,2020-07-13,4442,87
Oklahoma,2020-07-19,25265,451
New Jersey,2020-07-21,178542,15737
New Jersey,2020-07-31,182887,15819
Alaska,2020-08-06,4194,23
Nebraska,2020-08-09,28358,353
Mississippi,2020-08-10,67649,1912
New Hampshire,2020-08-14,6964,423
Nebraska,2020-08-22,31743,382
Vermont,2020-08-31,1616,58
Kentucky,2020-09-04,55500,1028
Arizona,2020-09-05,205518,5207
Maryland,2020-09-10,114574,3813
Nevada,2020-09-15,74129,1484
North Carolina,2020-09-17,190307,3208
New Hampshire,2020-09-27,8168,439
Delaware,2020-10-12,22198,656
Delaware,2020-10-13,22303,659
Pennsylvania,2020-10-13,179673,8458
Alabama,2020-10-14,167977,2706
Mississippi,2020-10-19,110592,3171
West Virginia,2020-10-20,20519,408
Kansas,2020-10-22,76546,932
Maine,2020-10-25,6199,146
Washington,2020-10-27,108964,2436
Alaska,2020-10-30,15739,76
Pennsylvania,2020-10-30,210586,8860
Kansas,2020-10-31,86771,1025
West Virginia,2020-11-06,27087,487
District of Columbia,2020-11-07,17891,654
District of Columbia,2020-11-12,18507,657
New Hampshire,2020-11-15,14490,499
Oklahoma,2020-11-15,154071,1528
Colorado,2020-11-18,178224,2669
Washington,2020-11-21,148689,2736
Pennsylvania,2020-11-22,313788,9901
Georgia,2020-11-23,432409,8969
Virgin Islands,2020-11-23,1507,23
Iowa,2020-11-26,222691,2349
District of Columbia,2020-11-29,21448,680
Michigan,2020-11-29,372159,9446
Wisconsin,2020-12-02,420930,3715
Louisiana,2020-12-05,246773,6548
Pennsylvania,2020-12-10,463175,12066
Michigan,2020-12-12,460812,11171
Pennsylvania,2020-12-15,515009,12930
Virgin Islands,2020-12-18,1900,23
Pennsylvania,2020-12-23,586908,14470
Alaska,2020-12-25,44669,191
Florida,2020-12-28,1277081,21307
Virginia,2020-12-28,336175,4861
Nebraska,2021-01-01,168567,1707
Kentucky,2021-01-09,303769,3214
Maryland,2021-01-12,312534,6297
Hawaii,2021-01-24,25093,339
Illinois,2021-01-25,1107388,20744
Iowa,2021-01-26,313973,4492
Nebraska,2021-02-02,192553,2036
Michigan,2021-02-04,617429,15701
Missouri,2021-02-13,474187,7292
Minnesota,2021-02-15,473744,6378
Oklahoma,2021-02-19,417341,4132
Colorado,2021-02-21,423208,5989
South Dakota,2021-02-21,111304,1863
Connecticut,2021-02-22,274387,7553
Virgin Islands,2021-02-23,2589,25
Montana,2021-02-24,99363,1349
Tennessee,2021-03-11,765112,11399
Wisconsin,2021-03-13,625045,7180
New Hampshire,2021-03-15,77749,1194
Georgia,2021-03-17,1009939,17790
Massachusetts,2021-03-19,574771,16793
Illinois,2021-03-21,1225236,23092
Connecticut,2021-03-26,304137,7854
North Dakota,2021-03-31,103091,1466
Colorado,2021-04-02,468002,6184
Kentucky,2021-04-09,435601,6328
Connecticut,2021-04-13,324598,7962
Virgin Islands,2021-04-13,3005,26
Kentucky,2021-04-16,439898,6415
North Dakota,2021-04-22,106385,1484
South Carolina,2021-04-22,572248,9388
New Hampshire,2021-04-23,92093,1275
Indiana,2020-03-07,1,0
Colorado,2020-03-10,17,0
Hawaii,2020-03-14,4,0
Alaska,2020-03-17,6,0
Delaware,2020-03-20,39,0
Washington,2020-03-22,1844,97
Maine,2020-03-24,118,0
North Carolina,2020-03-26,639,2
New York,2020-03-29,25800,121
Nebraska,2020-03-30,183,3
South Dakota,2020-04-04,212,2
Oregon,2020-04-07,1181,33
Hawaii,2020-04-10,459,8
Nevada,2020-04-10,2606,86
California,2020-04-24,41368,1619
Wyoming,2020-04-24,473,7
Tennessee,2020-04-27,9739,184
Hawaii,2020-04-29,605,16
North Carolina,2020-05-01,10922,405
California,2020-05-02,53753,2213
Hawaii,2020-05-07,619,17
Wisconsin,2020-05-08,9750,384
Maine,2020-05-10,1433,64
Rhode Island,2020-05-14,10789,425
Wisconsin,2020-05-20,13779,481
Washington,2020-05-22,20526,1061
Vermont,2020-05-25,957,54
Alaska,2020-05-27,417,8
Arkansas,2020-05-29,6584,132
Oregon,2020-05-31,4243,153
Virginia,2020-05-31,44607,1375
Virginia,2020-06-05,48532,1453
District of Columbia,2020-06-08,9389,491
Rhode Island,2020-06-13,14077,797
Idaho,2020-06-22,4267,90
Idaho,2020-06-25,4869,91
New Jersey,2020-06-30,172879,15035
New Jersey,2020-07-01,173139,15078
Idaho,2020-07-13,11531,102
Arkansas,2020-07-15,29248,335
North Dakota,2020-07-17,4792,90
Missouri,2020-07-20,31916,1101
Hawaii,2020-07-24,1526,25
Michigan,2020-07-25,85650,6400
New York,2020-07-26,187998,9349
Kansas,2020-07-28,26494,344
South Carolina,2020-07-28,84109,1565
District of Columbia,2020-08-08,12653,590
Nebraska,2020-08-08,28198,353
New Hampshire,2020-08-08,6812,419
Montana,2020-08-11,5125,77
Oklahoma,2020-08-14,46893,644
Louisiana,2020-08-29,146056,4741
Montana,2020-09-01,7526,105
Mississippi,2020-09-02,84365,2526
Colorado,2020-09-06,59626,1980
West Virginia,2020-09-07,11575,247
West Virginia,2020-10-02,16307,355
Wisconsin,2020-10-04,139941,1377
Wyoming,2020-10-04,6504,53
Connecticut,2020-10-12,61215,4532
Louisiana,2020-10-14,172878,5495
Michigan,2020-10-15,156646,7300
Connecticut,2020-10-16,62705,4542
Missouri,2020-10-21,151724,2513
Indiana,2020-10-30,178372,4286
Pennsylvania,2020-11-03,220111,8926
South Dakota,2020-11-04,49791,460
Pennsylvania,2020-11-07,232582,9089
Massachusetts,2020-11-10,169554,10178
Alaska,2020-11-17,24794,94
Montana,2020-11-17,49496,548
New Mexico,2020-11-23,84148,1402
Colorado,2020-11-28,226567,3012
Utah,2020-12-02,201935,903
Hawaii,2020-12-16,19645,276
Delaware,2020-12-18,48990,854
Ohio,2020-12-22,637032,8252
Tennessee,2020-12-05,388500,4850
Tennessee,2020-12-10,418391,5158
Florida,2020-12-26,1261513,21134
Alaska,2021-01-08,49121,214
Northern Mariana Islands,2021-01-10,125,2
Montana,2021-01-12,87179,1067
Arkansas,2021-01-16,267354,4293
Idaho,2021-01-18,155641,1609
Georgia,2021-01-25,842919,12876
South Dakota,2021-01-30,108070,1775
California,2021-02-02,3354428,41858
Maryland,2021-02-02,356717,7124
Northern Mariana Islands,2021-02-03,133,2
Georgia,2021-02-11,927057,15040
Connecticut,2021-02-12,266433,7373
Michigan,2021-02-14,628966,16096
Iowa,2021-02-15,328829,5237
Wyoming,2021-02-15,53136,647
Georgia,2021-02-22,958274,16303
New Mexico,2021-02-23,183335,3646
Northern Mariana Islands,2021-02-23,143,2
Utah,2021-02-27,369547,1919
Virgin Islands,2021-03-02,2646,25
Colorado,2021-03-07,437726,6075
Tennessee,2021-03-10,763944,11384
Alabama,2021-03-13,503305,10327
Missouri,2021-03-13,530184,8122
Georgia,2021-03-14,1005047,17654
District of Columbia,2021-03-23,43488,1051
Northern Mariana Islands,2021-03-24,158,2
Kansas,2021-03-25,303267,3867
Texas,2021-03-28,2781996,48263
District of Columbia,2021-03-29,44248,1059
Idaho,2021-04-02,181298,1969
Iowa,2021-04-03,352187,5822
Montana,2021-04-03,105092,1465
Virgin Islands,2021-04-04,2907,26
California,2021-04-08,3690175,60088
Tennessee,2021-04-09,798978,11778
Arizona,2021-04-10,849022,17092
Oklahoma,2021-04-12,440021,6669
Minnesota,2021-04-16,551632,6995
Delaware,2021-04-19,101337,1602
New Jersey,2021-04-12,955073,24896
Arizona,2020-01-27,1,0
Wisconsin,2020-02-24,1,0
Arizona,2020-03-03,2,0
Nebraska,2020-03-04,13,0
Utah,2020-03-05,1,0
Pennsylvania,2020-03-07,4,0
Florida,2020-03-09,14,2
New Jersey,2020-03-13,49,1
Illinois,2020-03-14,66,0
Iowa,2020-03-21,68,0
Nebraska,2020-03-24,77,0
New Jersey,2020-04-07,42196,1228
Connecticut,2020-04-10,10131,444
Massachusetts,2020-04-10,20845,594
South Carolina,2020-04-11,3207,80
Virginia,2020-04-17,7492,144
Arkansas,2020-04-19,1735,39
Illinois,2020-04-22,34880,1576
Illinois,2020-04-26,43595,1943
New York,2020-04-27,131528,5446
Tennessee,2020-04-28,9974,190
Florida,2020-04-29,33178,1216
New Mexico,2020-05-04,4030,150
Oklahoma,2020-05-05,4127,247
Georgia,2020-05-14,33059,1521
Tennessee,2020-05-17,17287,293
Kansas,2020-05-19,8488,193
Minnesota,2020-05-28,22853,967
Arizona,2020-05-30,19255,903
Hawaii,2020-06-08,664,17
Maine,2020-06-08,2586,99
North Dakota,2020-06-08,2880,72
South Carolina,2020-06-13,17955,599
Wisconsin,2020-06-15,23392,697
Rhode Island,2020-06-17,14524,797
Oregon,2020-06-24,7462,195
Virgin Islands,2020-06-28,81,0
Idaho,2020-07-03,7034,94
Tennessee,2020-07-08,54571,677
North Carolina,2020-07-11,83996,1520
West Virginia,2020-07-14,4407,97
North Dakota,2020-07-16,4668,89
Hawaii,2020-07-18,1329,23
New Hampshire,2020-07-20,6249,398
Idaho,2020-07-21,15899,127
Virginia,2020-07-24,82364,2067
Minnesota,2020-07-27,51623,1576
Missouri,2020-08-05,49206,1247
Illinois,2020-08-07,191238,7624
South Carolina,2020-08-07,98219,1962
Maine,2020-08-11,4050,126
Delaware,2020-08-16,16190,593
Alabama,2020-08-17,109004,1925
Minnesota,2020-08-20,67188,1745
Louisiana,2020-08-23,142693,4605
Virgin Islands,2020-08-23,984,11
North Dakota,2020-08-24,10000,137
Illinois,2020-08-25,224450,7946
Oregon,2020-08-30,26554,463
Alabama,2020-09-02,128239,2217
Georgia,2020-09-02,255974,5661
New Mexico,2020-09-09,26266,813
Michigan,2020-09-27,134262,7039
Washington,2020-10-04,93525,2236
Alaska,2020-10-06,9617,54
Texas,2020-10-08,821732,16853
Alabama,2020-10-17,171662,2788
Virgin Islands,2020-10-20,1337,21
Iowa,2020-11-04,137215,1801
New Mexico,2020-11-04,50251,1059
Indiana,2020-11-06,203332,4547
Virginia,2020-11-07,190873,3704
Oregon,2020-11-08,50448,730
Montana,2020-11-09,40118,463
Montana,2020-11-15,47158,525
Tennessee,2020-11-17,314027,3953
Alabama,2020-11-21,230708,3457
South Carolina,2020-11-23,207552,4288
North Carolina,2020-11-27,355664,5240
Delaware,2020-11-28,34561,763
Idaho,2020-11-30,102158,937
New Jersey,2020-12-23,446006,18466
Kentucky,2020-12-30,267990,2943
Alaska,2020-12-31,46522,198
Virginia,2021-01-13,412545,5552
Maine,2021-01-18,33873,514
Massachusetts,2021-01-18,450189,13697
Alaska,2021-01-28,53294,253
Maine,2021-02-05,40798,632
Ohio,2021-02-07,920217,11659
West Virginia,2021-02-09,125522,2150
Arizona,2021-02-12,794224,14843
Maine,2021-02-15,42672,649
Arkansas,2021-02-19,311896,5336
Nebraska,2021-02-20,199162,2169
Utah,2021-02-22,365916,1851
Vermont,2021-02-25,14832,203
South Carolina,2021-03-04,521563,8660
Kansas,2021-03-07,298900,3731
California,2021-03-14,3623342,56499
Florida,2021-03-17,1985500,32503
Wisconsin,2021-03-23,630040,7241
Alabama,2021-03-28,514391,10526
Alabama,2021-04-06,517114,10652
Oklahoma,2021-04-08,440021,6669
Kentucky,2021-04-12,436825,6355
Wisconsin,2021-04-13,647301,7394
Colorado,2021-04-20,495815,6346
West Virginia,2021-04-21,149888,2800
Arizona,2020-02-20,1,0
Ohio,2020-03-15,37,0
Texas,2020-03-16,87,1
Maryland,2020-03-18,85,1
Illinois,2020-03-19,420,4
Kansas,2020-03-19,35,1
New Hampshire,2020-03-19,44,0
Mississippi,2020-03-26,486,6
New Jersey,2020-03-27,6841,108
Maine,2020-03-30,270,3
Massachusetts,2020-03-31,6285,89
Oklahoma,2020-04-07,1470,67
Maine,2020-04-10,583,17
Mississippi,2020-04-18,3974,152
New York,2020-04-20,110727,4338
Arkansas,2020-04-21,2167,43
West Virginia,2020-04-24,1010,32
Wisconsin,2020-04-24,5431,262
Maine,2020-04-27,1021,51
Oklahoma,2020-04-30,3618,222
Michigan,2020-05-10,47067,4548
Hawaii,2020-05-15,628,17
Maine,2020-05-15,1601,69
Wyoming,2020-05-20,787,11
Virgin Islands,2020-05-21,69,0
Rhode Island,2020-05-24,12547,425
Virgin Islands,2020-05-24,69,0
Michigan,2020-05-25,54796,5234
Texas,2020-05-25,56490,1536
Missouri,2020-06-08,13594,804
Vermont,2020-06-09,1079,55
Virgin Islands,2020-06-09,72,0
Virginia,2020-06-09,51738,1496
Missouri,2020-06-18,15657,933
Illinois,2020-06-19,135917,6597
Arizona,2020-06-24,60207,1467
Minnesota,2020-06-25,34044,1406
New Hampshire,2020-06-27,5715,367
Alabama,2020-06-30,38045,950
Alaska,2020-07-04,1333,14
Vermont,2020-07-08,1251,56
Maryland,2020-07-11,73060,3292
Kansas,2020-07-12,19295,300
Wyoming,2020-07-12,1862,21
Delaware,2020-07-15,12933,521
Colorado,2020-07-16,38817,1746
New York,2020-07-07,180772,9244
New Mexico,2020-07-20,17215,578
Oregon,2020-07-21,15257,272
Iowa,2020-07-22,40195,814
Kentucky,2020-07-28,28876,735
Nevada,2020-07-30,47034,805
New Jersey,2020-07-30,182199,15809
Wisconsin,2020-08-02,55447,949
Nevada,2020-08-06,53705,901
Louisiana,2020-08-09,131146,4145
North Dakota,2020-08-27,10800,139
Michigan,2020-08-28,110958,6710
Georgia,2020-09-04,260542,5794
Ohio,2020-09-04,128444,4248
Georgia,2020-09-11,271816,6100
Arkansas,2020-09-16,70761,1157
New Mexico,2020-09-16,27040,832
New York,2020-09-20,209727,8909
Virgin Islands,2020-09-20,1269,19
Virginia,2020-09-20,140511,3015
Virginia,2020-09-21,141138,3021
Virginia,2020-09-25,144433,3136
